index,SYMPTOMS,JACKFRUIT,SAMBONG,LEMON,JASMINE,MANGO,MINT,AMPALAYA,MALUNGGAY,GUAVA,LAGUNDI
800,Which natural remedy should I use for lower cholesterol,0,0,1,0,0,0,0,0,0,0
801,I have rhinitis,0,1,0,0,0,1,0,0,0,0
802,Which natural remedy should I use for vitamin A,0,0,0,0,0,0,0,1,0,0
803,Herbal for support fetal growth,0,0,0,0,1,0,0,0,0,0
804,I need a herbal for Vitamin A,0,0,0,0,1,0,0,0,0,0
805,My need concerns with infected wound,0,1,0,0,0,0,0,0,0,0
806,What herbal should I use with hepatitis,0,1,0,1,0,0,0,0,0,0
807,Which natural remedy should I use for kidney problem,0,1,0,0,0,0,0,0,0,0
808,What herbal should I use with anemic,0,0,1,0,0,0,0,0,0,0
809,Herbal for relax muscle,0,1,0,0,0,0,0,0,0,0
810,Is there a herbal for anti-melanogenic,1,1,0,0,0,0,0,0,0,0
811,Herbal for skin problems,1,1,0,0,0,0,0,0,0,0
812,I have liver,0,1,0,1,0,0,1,0,0,0
813,What herbal should I use with cell growth,0,0,0,0,1,0,0,0,1,0
814,Which natural remedy should I use for infected wound,0,1,0,0,0,0,0,0,0,0
815,My need concerns with radical damage,0,0,0,1,0,0,0,0,1,0
816,What herbal should I use with cough,0,1,0,0,0,1,0,0,1,1
817,My need concerns with Parkinsonâ€™s disease,0,0,0,1,0,0,0,0,0,0
818,My need concerns with cell growth,0,0,0,0,1,0,0,0,1,0
819,Herbal for ulcer,0,1,0,0,0,0,0,0,0,0
820,Is there a remedy for rich in vitamins,0,0,0,0,0,0,1,1,0,0
821,Herbal for urinary tract,0,1,0,0,0,0,0,0,0,0
822,Is there a herbal for sedative,0,0,1,1,0,0,0,0,0,0
823,Is there a remedy for antimicrobial,0,1,0,0,0,1,0,0,1,1
824,Is there a herbal for respiratory infection,0,1,0,0,0,0,0,0,1,1
825,My need concerns with kidney stones,0,1,1,0,0,0,0,0,0,0
826,Herbal for calcium,0,0,0,0,0,0,0,1,0,0
827,Which natural remedy should I use for loose bowel movement,0,1,0,0,0,0,0,0,0,0
828,What herbal should I use with aromatherapy,0,0,0,0,0,1,0,0,0,0
829,I have hepatitis,0,1,0,1,0,0,0,0,0,0
830,I need a herbal for Vitamin C,1,0,1,0,1,0,0,0,1,0
831,Is there a herbal for stress,0,0,0,1,0,0,0,1,0,0
832,I have refreshing,0,0,0,0,0,1,0,0,0,0
833,I have high blood pressure,1,1,0,0,1,0,0,0,0,0
834,Is there a herbal for infected wound,0,1,0,0,0,0,0,0,0,0
835,My need concerns with pharyngitis,0,1,0,0,0,0,0,0,1,1
836,Is there a herbal for respiratory tract infection,0,1,0,0,0,0,0,0,1,1
837,I need a herbal for freshen breath,0,0,0,0,0,1,0,0,0,0
838,What herbal should I use with anxiety,0,0,0,1,0,0,0,0,0,0
839,Herbal for cooling sensation,0,0,0,0,0,1,0,0,0,0
840,Which natural remedy should I use for nutrient deficiencies,0,0,0,0,0,0,0,1,0,0
841,Which natural remedy should I use for rhinitis,0,1,0,0,0,1,0,0,0,0
842,Is there a remedy for scalds on skin,0,0,0,0,1,0,0,0,0,0
843,Is there a remedy for skin burns,0,0,0,0,1,0,0,0,0,0
844,Is there a remedy for obesity,0,1,0,0,0,0,0,0,0,0
845,What herbal should I use with wound healing,0,1,0,0,0,0,0,0,1,0
846,Is there a remedy for healthy hair,0,0,0,0,1,0,0,0,0,0
847,My need concerns with low calorie count,1,0,0,0,0,0,0,0,0,0
848,Is there a remedy for anti-diabetic,1,0,0,0,1,0,1,0,0,0
849,I need a herbal for dry cough,0,1,0,0,0,0,0,0,0,0
850,Which natural remedy should I use for skin irritation,0,0,0,0,0,0,0,0,0,1
851,I need a herbal for diabetes,1,0,0,0,1,0,1,1,1,0
852,My need concerns with ulcer,0,1,0,0,0,0,0,0,0,0
853,Is there a herbal for hyperglycemia,0,0,0,0,1,0,0,0,0,0
854,Herbal for dry cough,0,1,0,0,0,0,0,0,0,0
855,My need concerns with source of B vitamins,1,0,0,0,0,0,0,0,0,0
856,I have cell damage,0,0,0,0,1,0,0,0,1,0
857,I have dysentery,0,0,0,1,0,0,0,0,1,0
858,I have liver pain,0,0,0,1,0,0,0,0,0,0
859,Which natural remedy should I use for immune system,1,0,0,1,1,0,1,0,1,0
860,Herbal for dental issues,0,0,0,0,0,1,0,0,0,0
861,What herbal should I use with anti-obesity,0,1,0,0,0,0,0,0,0,0
862,Is there a herbal for abdominal pain,0,0,0,1,0,0,0,0,0,0
863,Herbal for fever,0,1,0,0,0,0,0,0,0,1
864,I have medicine,0,0,0,1,0,0,0,0,0,1
865,Is there a herbal for muscle pain,0,1,0,0,0,0,0,0,0,1
866,Is there a remedy for asthma,0,0,0,0,0,0,0,0,0,1
867,Is there a herbal for cold,0,0,0,0,0,1,0,0,0,1
868,Is there a remedy for kidney problem,0,1,0,0,0,0,0,0,0,0
869,Herbal for antibacterial,0,0,0,0,1,0,0,0,0,0
870,What herbal should I use with high cholesterol,0,0,0,0,0,0,1,0,0,0
871,Is there a herbal for immune system,1,0,0,1,1,0,1,0,1,0
872,I need a herbal for headaches,0,0,0,0,0,1,0,0,0,0
873,Is there a herbal for anti-obesity,0,1,0,0,0,0,0,0,0,0
874,Which natural remedy should I use for healthy hair,0,0,0,0,1,0,0,0,0,0
875,Is there a remedy for high blood pressure,1,1,0,0,1,0,0,0,0,0
876,My need concerns with cold,0,0,0,0,0,1,0,0,0,1
877,What herbal should I use with calcium,0,0,0,0,0,0,0,1,0,0
878,I have colds,0,1,0,0,0,0,0,0,0,0
879,What herbal should I use with skincare,0,0,0,0,0,0,0,1,0,0
880,I have digestive discomfort,0,0,0,0,0,1,0,0,0,0
881,Which natural remedy should I use for LBM,0,1,0,0,0,0,0,0,0,0
882,What herbal should I use with rheumatism,0,1,0,0,0,0,0,0,0,0
883,I have rich in potassium,1,0,0,0,0,0,0,0,0,0
884,What herbal should I use with dysentery,0,0,0,1,0,0,0,0,1,0
885,Herbal for loose bowel movement,0,1,0,0,0,0,0,0,0,0
886,Is there a remedy for digestion,0,0,0,0,0,1,0,0,1,0
887,My need concerns with fiber,1,0,1,0,0,0,0,0,1,0
888,Is there a herbal for kidney problem,0,1,0,0,0,0,0,0,0,0
889,I have lower respiratory tract infection,0,1,0,0,0,0,0,0,1,1
890,Herbal for rich in fiber,0,0,1,0,0,0,1,0,0,0
891,Is there a herbal for high uric acid,0,1,0,0,0,0,0,0,0,0
892,Herbal for hepatoprotective,0,1,0,1,0,0,0,0,0,0
893,Herbal for stomach discomfort,0,1,0,0,0,1,0,0,0,0
894,Which natural remedy should I use for kidney stones,0,1,1,0,0,0,0,0,0,0
895,Is there a herbal for mental clarity,0,0,0,1,0,0,0,0,0,0
896,Which natural remedy should I use for bad breath,0,0,0,0,0,1,0,0,0,0
897,Is there a remedy for respiratory ailments,0,0,0,0,0,0,0,0,0,1
898,I need a herbal for hyperglycemia,0,0,0,0,1,0,0,0,0,0
899,I have rheumatism,0,1,0,0,0,0,0,0,0,0
900,Is there a herbal for wound healing,0,1,0,0,0,0,0,0,1,0
901,Which natural remedy should I use for stroke,0,0,1,0,0,0,0,0,0,0
902,Which natural remedy should I use for skin problems,1,1,0,0,0,0,0,0,0,0
903,I have skincare,0,0,0,0,0,0,0,1,0,0
904,Which natural remedy should I use for abdominal pain,0,0,0,1,0,0,0,0,0,0
905,I need a herbal for anti-spasm,0,1,1,0,0,0,0,0,0,0
906,I need a herbal for digestion,0,0,0,0,0,1,0,0,1,0
907,Herbal for diarrhea,0,1,0,1,0,0,0,0,1,0
908,Which natural remedy should I use for source of B vitamins,1,0,0,0,0,0,0,0,0,0
909,I need a herbal for digestive enzymes,0,0,0,0,0,1,0,0,0,0
910,Is there a remedy for constipation,1,0,0,0,0,0,0,0,0,0
911,Is there a herbal for rich in iron,0,0,1,0,1,0,0,0,0,0
912,Is there a herbal for loose stools,0,1,0,0,0,0,0,0,0,0
913,I need a herbal for anti-melanogenic,1,1,0,0,0,0,0,0,0,0
914,Which natural remedy should I use for rich in iron,0,0,1,0,1,0,0,0,0,0
915,Is there a herbal for high blood pressure,1,1,0,0,1,0,0,0,0,0
916,I need a herbal for antibacterial,0,0,0,0,1,0,0,0,0,0
917,I have cell repair,0,0,0,0,1,0,0,0,1,0
918,I have cancer treatment,0,0,0,1,0,0,0,0,0,0
919,I have wound,0,1,0,0,0,0,0,0,1,0
920,I have weight loss,0,0,0,0,0,0,1,0,0,0
921,I need a herbal for antioxidant,0,1,0,1,0,0,1,1,1,0
922,I have migraine,0,0,0,0,0,1,0,0,0,0
923,I have antioxidant,0,1,0,1,0,0,1,1,1,0
924,Is there a remedy for sore throat,0,0,0,0,0,1,0,0,0,1
925,I need a herbal for colds,0,1,0,0,0,0,0,0,0,0
926,I need a herbal for aromatherapy,0,0,0,0,0,1,0,0,0,0
927,What herbal should I use with liver pain,0,0,0,1,0,0,0,0,0,0
928,I have cold,0,0,0,0,0,1,0,0,0,1
929,Which natural remedy should I use for antibacterial,0,0,0,0,1,0,0,0,0,0
930,I have nasal congestion,0,1,0,0,0,1,0,0,0,1
931,My need concerns with mental clarity,0,0,0,1,0,0,0,0,0,0
932,My need concerns with indigestion,0,0,0,0,0,1,0,0,1,0
933,My need concerns with skin aging,0,0,0,0,0,0,0,0,1,0
934,My need concerns with digestive enzymes,0,0,0,0,0,1,0,0,0,0
935,Is there a remedy for bloating,0,0,0,0,0,1,0,0,0,0
936,Is there a remedy for relaxing,0,0,1,1,0,0,0,0,0,0
937,I have antibacterial,0,0,0,0,1,0,0,0,0,0
938,Is there a herbal for high cholesterol,0,0,0,0,0,0,1,0,0,0
939,I have wound infection,0,1,0,0,0,0,0,0,0,0
940,What herbal should I use with high fiber,0,0,1,0,0,0,1,0,0,0
941,Is there a herbal for support fetal growth,0,0,0,0,1,0,0,0,0,0
942,Is there a herbal for low calorie count,1,0,0,0,0,0,0,0,0,0
943,My need concerns with acute rhinosinusitis,0,1,0,0,0,0,0,0,0,0
944,Which natural remedy should I use for kidney disease,0,1,0,0,0,0,0,0,0,0
945,Is there a herbal for skin,0,0,0,0,1,0,0,0,1,1
946,Is there a herbal for gut problems,1,0,0,0,0,0,0,0,0,0
947,I need a herbal for vitamin C,0,0,0,0,0,0,0,1,0,0
948,Is there a remedy for infection,0,1,0,0,1,0,1,0,1,0
949,Herbal for immune system,1,0,0,1,1,0,1,0,1,0
950,Is there a herbal for antimicrobial,0,1,0,0,0,1,0,0,1,1
951,Which natural remedy should I use for dental issues,0,0,0,0,0,1,0,0,0,0
952,Which natural remedy should I use for rich in minerals,0,0,0,0,0,0,1,0,0,0
953,I need a herbal for vitamin E,0,0,0,0,0,0,0,1,0,0
954,Is there a herbal for stomach discomfort,0,1,0,0,0,1,0,0,0,0
955,What herbal should I use with UTI,0,1,0,0,0,0,0,0,0,0
956,My need concerns with cancer,1,0,0,1,0,0,0,0,0,0
957,Is there a remedy for infected wound,0,1,0,0,0,0,0,0,0,0
958,Which natural remedy should I use for medicine,0,0,0,1,0,0,0,0,0,1
959,I need a herbal for constipation,1,0,0,0,0,0,0,0,0,0
960,What herbal should I use with constipation,1,0,0,0,0,0,0,0,0,0
961,Which natural remedy should I use for pregnancy,0,0,0,0,1,0,0,0,0,0
962,Is there a herbal for blood sugar control,0,0,0,0,0,0,0,1,1,0
963,Is there a remedy for cell growth,0,0,0,0,1,0,0,0,1,0
964,Herbal for tonsilitis,0,1,0,0,0,0,0,0,1,1
965,I need a herbal for infected wound,0,1,0,0,0,0,0,0,0,0
966,Is there a herbal for hair,0,0,0,0,1,0,0,0,0,0
967,Herbal for anti-diabetic,1,0,0,0,1,0,1,0,0,0
968,Which natural remedy should I use for skin,0,0,0,0,1,0,0,0,1,1
969,My need concerns with anxiety,0,0,0,1,0,0,0,0,0,0
970,Herbal for kidney problem,0,1,0,0,0,0,0,0,0,0
971,I have liver disease,0,0,0,1,0,0,0,0,0,0
972,What herbal should I use with weight management,0,0,0,0,0,0,1,0,0,0
973,I have stomach pain,0,1,0,0,0,1,0,0,0,0
974,What herbal should I use with cancer,1,0,0,1,0,0,0,0,0,0
975,Is there a herbal for anti-diarrhea,0,1,0,0,0,0,0,0,0,0
976,Herbal for muscle pain,0,1,0,0,0,0,0,0,0,1
977,Is there a herbal for antitumor,0,1,0,0,0,0,0,0,0,0
978,Is there a herbal for bloating,0,0,0,0,0,1,0,0,0,0
979,Is there a herbal for rhinorrhea,0,0,0,0,0,1,0,0,0,0
980,Is there a remedy for rich in minerals,0,0,0,0,0,0,1,0,0,0
981,Which natural remedy should I use for tumor,0,1,0,0,0,0,0,0,0,0
982,My need concerns with dry cough,0,1,0,0,0,0,0,0,0,0
983,Is there a remedy for antibacterial,0,0,0,0,1,0,0,0,0,0
984,Herbal for Vitamin A,0,0,0,0,1,0,0,0,0,0
985,Which natural remedy should I use for cooling sensation,0,0,0,0,0,1,0,0,0,0
986,Is there a herbal for heart problems,1,0,0,0,0,0,0,0,0,0
987,My need concerns with urinary tract,0,1,0,0,0,0,0,0,0,0
988,What herbal should I use with refreshing,0,0,0,0,0,1,0,0,0,0
989,Which natural remedy should I use for radical damage,0,0,0,1,0,0,0,0,1,0
990,Which natural remedy should I use for lower respiratory tract infection,0,1,0,0,0,0,0,0,1,1
991,Is there a remedy for dry cough,0,1,0,0,0,0,0,0,0,0
992,My need concerns with respiratory tract infection,0,1,0,0,0,0,0,0,1,1
993,What herbal should I use with rhinitis,0,1,0,0,0,1,0,0,0,0
994,Which natural remedy should I use for calcium,0,0,0,0,0,0,0,1,0,0
995,Which natural remedy should I use for joint problems,0,1,0,0,0,0,0,0,0,0
996,I have respiratory ailments,0,0,0,0,0,0,0,0,0,1
997,Herbal for fiber,1,0,1,0,0,0,0,0,1,0
998,Herbal for indigestion,0,0,0,0,0,1,0,0,1,0
999,What herbal should I use with mental clarity,0,0,0,1,0,0,0,0,0,0
1000,Herbal for respiratory tract infection,0,1,0,0,0,0,0,0,1,1
1001,I need a herbal for laryngitis,0,1,0,0,0,0,0,0,1,1
1002,Is there a herbal for diarrhea,0,1,0,1,0,0,0,0,1,0
1003,I have anxiety,0,0,0,1,0,0,0,0,0,0
1004,I have protein,0,0,0,0,0,0,0,1,0,0
1005,I have blood sugar control,0,0,0,0,0,0,0,1,1,0
1006,What herbal should I use with kidney stones,0,1,1,0,0,0,0,0,0,0
1007,I need a herbal for antimicrobial,0,1,0,0,0,1,0,0,1,1
1008,Is there a herbal for cell repair,0,0,0,0,1,0,0,0,1,0
1009,Herbal for obesity,0,1,0,0,0,0,0,0,0,0
1010,I have aromatherapy,0,0,0,0,0,1,0,0,0,0
1011,I have promote satiety/satisfaction,0,0,0,0,0,0,1,0,0,0
1012,I need a herbal for anti-obesity,0,1,0,0,0,0,0,0,0,0
1013,Herbal for heart problems,1,0,0,0,0,0,0,0,0,0
1014,I need a herbal for bad breath,0,0,0,0,0,1,0,0,0,0
1015,Herbal for nasal congestion,0,1,0,0,0,1,0,0,0,1
1016,Is there a remedy for low calorie count,1,0,0,0,0,0,0,0,0,0
1017,Which natural remedy should I use for Vitamin A,0,0,0,0,1,0,0,0,0,0
1018,Herbal for viral infection,1,0,0,0,0,0,0,0,0,0
1019,Is there a herbal for headaches,0,0,0,0,0,1,0,0,0,0
1020,Is there a herbal for anxiety,0,0,0,1,0,0,0,0,0,0
1021,Herbal for Parkinsonâ€™s disease,0,0,0,1,0,0,0,0,0,0
1022,I need a herbal for prevent weight gain,0,0,1,0,0,0,0,0,0,0
1023,My need concerns with rich in potassium,1,0,0,0,0,0,0,0,0,0
1024,I have respiratory tract infection,0,1,0,0,0,0,0,0,1,1
1025,Is there a remedy for vitamin A,0,0,0,0,0,0,0,1,0,0
1026,Herbal for radical damage,0,0,0,1,0,0,0,0,1,0
1027,I need a herbal for healthy hair,0,0,0,0,1,0,0,0,0,0
1028,Is there a herbal for radical damage,0,0,0,1,0,0,0,0,1,0
1029,What herbal should I use with high uric acid,0,1,0,0,0,0,0,0,0,0
1030,Herbal for cell damage,0,0,0,0,1,0,0,0,1,0
1031,I need a herbal for obesity,0,1,0,0,0,0,0,0,0,0
1032,What herbal should I use with vitamin A,0,0,0,0,0,0,0,1,0,0
1033,My need concerns with flavonoids,1,0,0,0,0,0,0,1,1,1
1034,Is there a remedy for radical damage,0,0,0,1,0,0,0,0,1,0
1035,Herbal for heart disease,0,0,1,1,0,0,0,0,0,0
1036,What herbal should I use with obesity,0,1,0,0,0,0,0,0,0,0
1037,Is there a herbal for upper respiratory tract infection,0,1,0,0,0,0,0,0,1,1
1038,What herbal should I use with Vitamin C,1,0,1,0,1,0,0,0,1,0
1039,Herbal for headaches,0,0,0,0,0,1,0,0,0,0
1040,Is there a herbal for lower respiratory tract infection,0,1,0,0,0,0,0,0,1,1
1041,I need a herbal for cancer,1,0,0,1,0,0,0,0,0,0
1042,I need a herbal for fever,0,1,0,0,0,0,0,0,0,1
1043,Which natural remedy should I use for aromatherapy,0,0,0,0,0,1,0,0,0,0
1044,Herbal for anti-melanogenic,1,1,0,0,0,0,0,0,0,0
1045,I need a herbal for high fiber,0,0,1,0,0,0,1,0,0,0
1046,What herbal should I use with indigestion,0,0,0,0,0,1,0,0,1,0
1047,Is there a remedy for kidney stones,0,1,1,0,0,0,0,0,0,0
1048,Herbal for cell growth,0,0,0,0,1,0,0,0,1,0
1049,Is there a remedy for ligament problems,0,1,0,0,0,0,0,0,0,0
1050,Is there a herbal for fiber,1,0,1,0,0,0,0,0,1,0
1051,My need concerns with nutrient deficiencies,0,0,0,0,0,0,0,1,0,0
1052,I have indigestion,0,0,0,0,0,1,0,0,1,0
1053,Is there a herbal for citric acid,0,0,1,0,0,0,0,0,0,0
1054,What herbal should I use with acute otitis media,0,1,0,0,0,0,0,0,0,0
1055,My need concerns with liver,0,1,0,1,0,0,1,0,0,0
1056,My need concerns with rich in minerals,0,0,0,0,0,0,1,0,0,0
1057,Is there a herbal for cirrhosis,0,0,0,1,0,0,0,0,0,0
1058,Is there a remedy for kidney disease,0,1,0,0,0,0,0,0,0,0
1059,Herbal for infected wound,0,1,0,0,0,0,0,0,0,0
1060,Is there a remedy for cough,0,1,0,0,0,1,0,0,1,1
1061,Is there a herbal for flavonoids,1,0,0,0,0,0,0,1,1,1
1062,I have scalds on skin,0,0,0,0,1,0,0,0,0,0
1063,Is there a herbal for nutrient deficiencies,0,0,0,0,0,0,0,1,0,0
1064,Herbal for cuts,0,1,0,0,0,0,0,0,0,0
1065,I have cough,0,1,0,0,0,1,0,0,1,1
1066,What herbal should I use with muscle pain,0,1,0,0,0,0,0,0,0,1
1067,Which natural remedy should I use for gut problems,1,0,0,0,0,0,0,0,0,0
1068,I have prevent weight gain,0,0,1,0,0,0,0,0,0,0
1069,Is there a herbal for rich in fiber,0,0,1,0,0,0,1,0,0,0
1070,Is there a remedy for headaches,0,0,0,0,0,1,0,0,0,0
1071,What herbal should I use with pharyngitis,0,1,0,0,0,0,0,0,1,1
1072,Is there a remedy for boost energy level,0,0,0,0,0,0,0,1,0,0
1073,My need concerns with high uric acid,0,1,0,0,0,0,0,0,0,0
1074,Which natural remedy should I use for migraine,0,0,0,0,0,1,0,0,0,0
1075,Herbal for skin irritation,0,0,0,0,0,0,0,0,0,1
1076,Herbal for iron,0,0,1,0,0,0,0,1,0,0
1077,I need a herbal for heart disease,0,0,1,1,0,0,0,0,0,0
1078,What herbal should I use with kidney disease,0,1,0,0,0,0,0,0,0,0
1079,Herbal for ulcers,1,0,0,0,0,0,0,0,0,0
1080,Is there a herbal for insect bites,0,0,0,0,0,0,0,0,0,1
1081,Herbal for blood clotting,0,1,0,0,0,0,0,0,0,0
1082,Is there a remedy for protein,0,0,0,0,0,0,0,1,0,0
1083,I need a herbal for ulcer,0,1,0,0,0,0,0,0,0,0
1084,Is there a herbal for asthma,0,0,0,0,0,0,0,0,0,1
1085,Is there a herbal for relaxing,0,0,1,1,0,0,0,0,0,0
1086,What herbal should I use with insect bites,0,0,0,0,0,0,0,0,0,1
1087,I have fever,0,1,0,0,0,0,0,0,0,1
1088,Is there a herbal for vitamin E,0,0,0,0,0,0,0,1,0,0
1089,Is there a herbal for refreshing,0,0,0,0,0,1,0,0,0,0
1090,I have mental clarity,0,0,0,1,0,0,0,0,0,0
1091,What herbal should I use with relax muscle,0,1,0,0,0,0,0,0,0,0
1092,Is there a herbal for stroke,0,0,1,0,0,0,0,0,0,0
1093,My need concerns with cough,0,1,0,0,0,1,0,0,1,1
1094,I need a herbal for citric acid,0,0,1,0,0,0,0,0,0,0
1095,Is there a herbal for skin problems,1,1,0,0,0,0,0,0,0,0
1096,I need a herbal for alkaloids,0,0,0,0,0,0,0,0,0,1
1097,What herbal should I use with high blood pressure,1,1,0,0,1,0,0,0,0,0
1098,My need concerns with hypertension,0,1,0,0,0,0,0,0,0,0
1099,What herbal should I use with respiratory infection,0,1,0,0,0,0,0,0,1,1
1100,I need a herbal for joint problems,0,1,0,0,0,0,0,0,0,0
1101,Which natural remedy should I use for oral bacteria,0,0,0,0,0,1,0,0,0,0
1102,Is there a herbal for pregnancy,0,0,0,0,1,0,0,0,0,0
1103,Which natural remedy should I use for loose stools,0,1,0,0,0,0,0,0,0,0
1104,I have skin infection,0,0,0,0,1,0,0,0,0,0
1105,I need a herbal for hepatoprotective,0,1,0,1,0,0,0,0,0,0
1106,Is there a herbal for vitamin C,0,0,0,0,0,0,0,1,0,0
1107,Is there a herbal for minerals,0,0,0,0,1,0,0,0,0,0
1108,My need concerns with Vitamin A,0,0,0,0,1,0,0,0,0,0
1109,Which natural remedy should I use for cell growth,0,0,0,0,1,0,0,0,1,0
1110,I have bad breath,0,0,0,0,0,1,0,0,0,0
1111,I need a herbal for spasm,0,1,1,0,0,0,0,0,0,0
1112,Herbal for inflammation,1,1,0,1,0,0,0,1,0,1
1113,I need a herbal for tea,0,1,1,1,0,0,0,1,1,0
1114,My need concerns with freshen breath,0,0,0,0,0,1,0,0,0,0
1115,Herbal for anti-diarrhea,0,1,0,0,0,0,0,0,0,0
1116,I have high fiber,0,0,1,0,0,0,1,0,0,0
1117,Herbal for colds,0,1,0,0,0,0,0,0,0,0
1118,Is there a remedy for anti-diarrhea,0,1,0,0,0,0,0,0,0,0
1119,My need concerns with scalds on skin,0,0,0,0,1,0,0,0,0,0
1120,My need concerns with aromatherapy,0,0,0,0,0,1,0,0,0,0
1121,Is there a remedy for high cholesterol,0,0,0,0,0,0,1,0,0,0
1122,Is there a remedy for cuts,0,1,0,0,0,0,0,0,0,0
1123,I have sore throat,0,0,0,0,0,1,0,0,0,1
1124,Is there a remedy for skin infection,0,0,0,0,1,0,0,0,0,0
1125,Is there a herbal for hepatoprotective,0,1,0,1,0,0,0,0,0,0
1126,Herbal for skin burns,0,0,0,0,1,0,0,0,0,0
1127,What herbal should I use with vitamin C,0,0,0,0,0,0,0,1,0,0
1128,My need concerns with viral infection,1,0,0,0,0,0,0,0,0,0
1129,What herbal should I use with healthy hair,0,0,0,0,1,0,0,0,0,0
1130,Is there a herbal for antibacterial,0,0,0,0,1,0,0,0,0,0
1131,Herbal for Vitamin C,1,0,1,0,1,0,0,0,1,0
1132,Which natural remedy should I use for cuts,0,1,0,0,0,0,0,0,0,0
1133,My need concerns with constipation,1,0,0,0,0,0,0,0,0,0
1134,Herbal for healthy hair,0,0,0,0,1,0,0,0,0,0
1135,I have stress,0,0,0,1,0,0,0,1,0,0
1136,Is there a remedy for abdominal pain,0,0,0,1,0,0,0,0,0,0
1137,I have cell growth,0,0,0,0,1,0,0,0,1,0
1138,Herbal for respiratory ailments,0,0,0,0,0,0,0,0,0,1
1139,Which natural remedy should I use for dysentery,0,0,0,1,0,0,0,0,1,0
1140,I have bone problems,0,1,0,0,0,0,0,0,0,0
1141,I need a herbal for protein,0,0,0,0,0,0,0,1,0,0
1142,Which natural remedy should I use for stress,0,0,0,1,0,0,0,1,0,0
1143,Which natural remedy should I use for digestive enzymes,0,0,0,0,0,1,0,0,0,0
1144,My need concerns with obesity,0,1,0,0,0,0,0,0,0,0
1145,My need concerns with rich in iron,0,0,1,0,1,0,0,0,0,0
1146,Is there a remedy for colds,0,1,0,0,0,0,0,0,0,0
1147,Is there a herbal for loose bowel movement,0,1,0,0,0,0,0,0,0,0
1148,Is there a herbal for dry cough,0,1,0,0,0,0,0,0,0,0
1149,What herbal should I use with stress,0,0,0,1,0,0,0,1,0,0
1150,I have acute rhinitis,0,1,0,0,0,0,0,0,0,0
1151,Which natural remedy should I use for hypertension,0,1,0,0,0,0,0,0,0,0
1152,Which natural remedy should I use for liver disease,0,0,0,1,0,0,0,0,0,0
1153,My need concerns with laryngitis,0,1,0,0,0,0,0,0,1,1
1154,Is there a herbal for freshen breath,0,0,0,0,0,1,0,0,0,0
1155,I need a herbal for weight management,0,0,0,0,0,0,1,0,0,0
1156,Is there a remedy for vitamin C,0,0,0,0,0,0,0,1,0,0
1157,Which natural remedy should I use for cold,0,0,0,0,0,1,0,0,0,1
1158,I need a herbal for hypertension,0,1,0,0,0,0,0,0,0,0
1159,I have rich in fiber,0,0,1,0,0,0,1,0,0,0
1160,What herbal should I use with digestive discomfort,0,0,0,0,0,1,0,0,0,0
1161,Herbal for sore throat,0,0,0,0,0,1,0,0,0,1
1162,I need a herbal for scalds on skin,0,0,0,0,1,0,0,0,0,0
1163,What herbal should I use with cell damage,0,0,0,0,1,0,0,0,1,0
1164,I have platelet aggregation,0,1,0,0,0,0,0,0,0,0
1165,What herbal should I use with acute rhinosinusitis,0,1,0,0,0,0,0,0,0,0
1166,Herbal for high blood pressure,1,1,0,0,1,0,0,0,0,0
1167,I need a herbal for muscle pain,0,1,0,0,0,0,0,0,0,1
1168,Herbal for vitamin A,0,0,0,0,0,0,0,1,0,0
1169,My need concerns with citric acid,0,0,1,0,0,0,0,0,0,0
1170,My need concerns with antibacterial,0,0,0,0,1,0,0,0,0,0
1171,Is there a remedy for migraine,0,0,0,0,0,1,0,0,0,0
1172,Herbal for anxiety,0,0,0,1,0,0,0,0,0,0
1173,I need a herbal for immune system,1,0,0,1,1,0,1,0,1,0
1174,My need concerns with acute rhinitis,0,1,0,0,0,0,0,0,0,0
1175,Is there a herbal for Alzheimerâ€™s disease,0,0,0,1,0,0,0,0,0,0
1176,My need concerns with inflammation,1,1,0,1,0,0,0,1,0,1
1177,My need concerns with hyperglycemia,0,0,0,0,1,0,0,0,0,0
1178,Which natural remedy should I use for high cholesterol,0,0,0,0,0,0,1,0,0,0
1179,My need concerns with wound healing,0,1,0,0,0,0,0,0,1,0
1180,Which natural remedy should I use for wound,0,1,0,0,0,0,0,0,1,0
1181,I have rich in iron,0,0,1,0,1,0,0,0,0,0
1182,Is there a herbal for cancer treatment,0,0,0,1,0,0,0,0,0,0
1183,My need concerns with hepatoprotective,0,1,0,1,0,0,0,0,0,0
1184,Herbal for anemia,0,0,1,0,0,0,0,0,0,0
1185,I have anti-obesity,0,1,0,0,0,0,0,0,0,0
1186,Which natural remedy should I use for rich in vitamins,0,0,0,0,0,0,1,1,0,0
1187,I need a herbal for rhinorrhea,0,0,0,0,0,1,0,0,0,0
1188,Is there a remedy for liver,0,1,0,1,0,0,1,0,0,0
1189,My need concerns with sore throat,0,0,0,0,0,1,0,0,0,1
1190,My need concerns with oral bacteria,0,0,0,0,0,1,0,0,0,0
1191,Herbal for blood sugar,1,0,0,0,1,0,1,1,0,0
1192,I need a herbal for cold,0,0,0,0,0,1,0,0,0,1
1193,I have cuts,0,1,0,0,0,0,0,0,0,0
1194,Is there a remedy for hair,0,0,0,0,1,0,0,0,0,0
1195,Which natural remedy should I use for vitamin E,0,0,0,0,0,0,0,1,0,0
